direction,job,task,trial,started_at,finished_at,task_checksum,original_final_reward,original_exception_type,outcome,degraded_reason,review_count,revision_count,final_conformance,script_itt_included,completed_protocol,classification,initial_reward,initial_f2p_passed,initial_f2p_total,initial_p2p_passed,initial_p2p_total,initial_partial,final_reward,final_f2p_passed,final_f2p_total,final_p2p_passed,final_p2p_total,final_partial,repeat_by_start
Codex → Claude Code,collab-codex-claude-joint-low-opus-astra-medium-13-tasks-20260911-095901,ink-grid-box-layout,ink-grid-box-layout__AeNEydb,2026-09-11T16:51:45.582558Z,2026-09-11T18:10:08.274944Z,d77d06ae6f88f00521783b4ac41b7a6fd93eedc1bab89f5a52b15c1520f354c9,0,,approved,,3,2,matched,True,True,unchanged,0,23,25,49,49,0.972972972972973,0,23,25,49,49,0.972972972972973,2
Codex → Claude Code,collab-codex-claude-joint-low-opus-astra-medium-13-tasks-20260911-095901,ink-grid-box-layout,ink-grid-box-layout__VnKgrxn,2026-09-11T08:07:15.404535Z,2026-09-11T09:33:16.398033Z,d77d06ae6f88f00521783b4ac41b7a6fd93eedc1bab89f5a52b15c1520f354c9,0,,degraded,timeout,2,2,matched,True,False,unchanged,0,22,25,49,49,0.9594594594594594,0,22,25,49,49,0.9594594594594594,1
Codex → Claude Code,collab-codex-claude-joint-low-opus-astra-medium-13-tasks-20260911-095901,meriyah-explicit-resource-declarations,meriyah-explicit-resource-declar__Mw9q9D4,2026-09-11T15:23:58.450553Z,2026-09-11T16:51:45.578164Z,ab59654f0c43536333de37136fdb0a645f383f2ed9a9e286613de467309a55a7,0,,degraded,timeout,1,1,matched,True,False,harmed,1,49,49,51469,51469,1.0,0,46,49,51469,51469,0.9999417679257735,2
Codex → Claude Code,collab-codex-claude-joint-low-opus-astra-medium-13-tasks-20260911-095901,meriyah-explicit-resource-declarations,meriyah-explicit-resource-declar__bqmBaPd,2026-09-11T07:03:28.308153Z,2026-09-11T08:07:15.395236Z,ab59654f0c43536333de37136fdb0a645f383f2ed9a9e286613de467309a55a7,0,,approved,,3,2,matched,True,True,harmed,1,49,49,51469,51469,1.0,0,45,49,51469,51469,0.9999223572343647,1
Codex → Claude Code,collab-codex-claude-joint-low-opus-astra-medium-13-tasks-20260911-095901,obsidian-linter-auto-table-of-contents,obsidian-linter-auto-table-of-co__eC7Hr5J,2026-09-11T14:07:33.015496Z,2026-09-11T14:31:42.176037Z,d6fdefea1eb2d0e1c30ac507c1f738957e45ce49029bfc3601183d4294a5fbaf,0,,approved,,3,2,matched,True,True,unchanged,0,0,41,1131,1131,0.9650170648464164,0,0,41,1131,1131,0.9650170648464164,2
Codex → Claude Code,collab-codex-claude-joint-low-opus-astra-medium-13-tasks-20260911-095901,obsidian-linter-auto-table-of-contents,obsidian-linter-auto-table-of-co__s6yJrMP,2026-09-11T06:00:09.386002Z,2026-09-11T06:16:12.010939Z,d6fdefea1eb2d0e1c30ac507c1f738957e45ce49029bfc3601183d4294a5fbaf,0,,approved,,2,1,matched,True,True,unchanged,0,0,41,1131,1131,0.9650170648464164,0,0,41,1131,1131,0.9650170648464164,1
Codex → Claude Code,collab-codex-claude-joint-low-opus-astra-medium-13-tasks-20260911-095901,obsidian-linter-link-format-conversion,obsidian-linter-link-format-conv__bR95DYx,2026-09-11T14:31:42.179406Z,2026-09-11T14:42:25.181989Z,b849f1a1ad57348c262766a3555625fc0a96f914684e9c53c582194ea7067092,0,,approved,,1,0,matched,True,True,unchanged,0,59,60,1131,1131,0.9991603694374476,0,59,60,1131,1131,0.9991603694374476,2
Codex → Claude Code,collab-codex-claude-joint-low-opus-astra-medium-13-tasks-20260911-095901,obsidian-linter-link-format-conversion,obsidian-linter-link-format-conv__hxzaQQH,2026-09-11T06:16:12.019692Z,2026-09-11T06:30:13.138664Z,b849f1a1ad57348c262766a3555625fc0a96f914684e9c53c582194ea7067092,0,,approved,,1,0,matched,True,True,unchanged,0,59,60,1131,1131,0.9991603694374476,0,59,60,1131,1131,0.9991603694374476,1
Codex → Claude Code,collab-codex-claude-joint-low-opus-astra-medium-13-tasks-20260911-095901,prometheus-transactional-reload-status,prometheus-transactional-reload__AHPYebR,2026-09-11T04:29:39.372501Z,2026-09-11T05:31:32.610199Z,e4c933ae2725e84b18e97f26e8d334244e904c4d91539dbb20e0a50b07dc6f91,0,,approved,,3,2,matched,True,True,unchanged,0,10,15,81,82,0.9381443298969072,0,10,15,82,82,0.9484536082474226,1
Codex → Claude Code,collab-codex-claude-joint-low-opus-astra-medium-13-tasks-20260911-095901,prometheus-transactional-reload-status,prometheus-transactional-reload__LdQpEnr,2026-09-11T11:57:05.878989Z,2026-09-11T13:25:15.238223Z,e4c933ae2725e84b18e97f26e8d334244e904c4d91539dbb20e0a50b07dc6f91,0,,degraded,timeout,1,1,matched,True,False,unchanged,0,10,15,81,82,0.9381443298969072,0,10,15,82,82,0.9484536082474226,2
Codex → Claude Code,collab-codex-claude-joint-low-opus-astra-medium-13-tasks-20260911-095901,sqlfmt-create-table-ddl-formatting,sqlfmt-create-table-ddl-formatti__FUDwyqJ,2026-09-11T01:59:11.932739Z,2026-09-11T02:45:19.594783Z,d193fc923b99c2ec50aee41d3a12913f9099c310dafe324682ff2fb12799c091,0,,max_reviews_reached,,3,3,matched,True,True,unchanged,0,28,32,1269,1273,0.9938697318007663,0,28,32,1269,1273,0.9938697318007663,1
Codex → Claude Code,collab-codex-claude-joint-low-opus-astra-medium-13-tasks-20260911-095901,sqlfmt-create-table-ddl-formatting,sqlfmt-create-table-ddl-formatti__mhJU5N4,2026-09-11T09:33:16.406462Z,2026-09-11T10:08:16.010839Z,d193fc923b99c2ec50aee41d3a12913f9099c310dafe324682ff2fb12799c091,0,,approved,,2,1,matched,True,True,unchanged,0,28,32,1269,1273,0.9938697318007663,0,28,32,1269,1273,0.9938697318007663,2
Codex → Claude Code,collab-codex-claude-joint-low-opus-astra-medium-13-tasks-20260911-095901,termenv-preserve-ansi-resets,termenv-preserve-ansi-resets__8kRYmvo,2026-09-11T13:25:15.241665Z,2026-09-11T13:45:49.631348Z,406193dd0818937cc95a99e6d5cfbdc41e4d347a099970207b4500f74403b180,0,,approved,,3,2,matched,True,True,unchanged,0,34,35,87,87,0.9918032786885246,0,34,35,87,87,0.9918032786885246,2
Codex → Claude Code,collab-codex-claude-joint-low-opus-astra-medium-13-tasks-20260911-095901,termenv-preserve-ansi-resets,termenv-preserve-ansi-resets__DDXE9mq,2026-09-11T05:31:32.617721Z,2026-09-11T05:42:04.169216Z,406193dd0818937cc95a99e6d5cfbdc41e4d347a099970207b4500f74403b180,0,,approved,,1,0,matched,True,True,unchanged,0,34,35,87,87,0.9918032786885246,0,34,35,87,87,0.9918032786885246,1
Codex → Claude Code,collab-codex-claude-joint-low-opus-astra-medium-13-tasks-20260911-095901,vulture-persistent-analysis-cache,vulture-persistent-analysis-cach__PP34Mn9,2026-09-11T02:45:19.608819Z,2026-09-11T03:17:56.747415Z,209ec4964f2d47d28f7209d906e75afdb581770183e447231bc8e8b60cbe5d6b,0,,approved,,3,2,matched,True,True,unchanged,0,24,24,291,295,0.987460815047022,0,24,24,291,295,0.987460815047022,1
Codex → Claude Code,collab-codex-claude-joint-low-opus-astra-medium-13-tasks-20260911-095901,vulture-persistent-analysis-cache,vulture-persistent-analysis-cach__rkqEfv9,2026-09-11T10:08:16.020578Z,2026-09-11T10:36:21.324111Z,209ec4964f2d47d28f7209d906e75afdb581770183e447231bc8e8b60cbe5d6b,0,,approved,,2,1,matched,True,True,unchanged,0,24,24,291,295,0.987460815047022,0,24,24,291,295,0.987460815047022,2
Claude Code → Codex,collab-claude-codex-joint-low-opus-astra-medium-13-tasks-20260911-095927,arktype-json-schema-refs-dependencies,arktype-json-schema-refs-depende__cvfFdW6,2026-09-11T15:11:53.101311Z,2026-09-11T16:01:13.693486Z,c76f0c8ec2f874858c6db78320769f2da362bbeee864d7dd33794af9bc00c635,1,,max_reviews_reached,,3,3,matched,True,True,unchanged,1,25,25,1679,1679,1.0,1,25,25,1679,1679,1.0,2
Claude Code → Codex,collab-claude-codex-joint-low-opus-astra-medium-13-tasks-20260911-095927,arktype-json-schema-refs-dependencies,arktype-json-schema-refs-depende__qoRQfkj,2026-09-11T04:06:12.293076Z,2026-09-11T05:06:12.055255Z,c76f0c8ec2f874858c6db78320769f2da362bbeee864d7dd33794af9bc00c635,1,,max_reviews_reached,,3,3,matched,True,True,unchanged,1,25,25,1679,1679,1.0,1,25,25,1679,1679,1.0,1
Claude Code → Codex,collab-claude-codex-joint-low-opus-astra-medium-13-tasks-20260911-095927,bandit-structured-nosec-directives,bandit-structured-nosec-directiv__AQunjhH,2026-09-11T16:01:13.697009Z,2026-09-11T16:51:04.298513Z,c1cc94defda811102cd5ea0ea9198109469bb31f271dfa9cb56468cf5e4931c9,0,,max_reviews_reached,,3,3,matched,True,True,unchanged,0,67,69,280,282,0.9886039886039886,0,67,69,281,282,0.9914529914529915,2
Claude Code → Codex,collab-claude-codex-joint-low-opus-astra-medium-13-tasks-20260911-095927,bandit-structured-nosec-directives,bandit-structured-nosec-directiv__w6TnoqF,2026-09-11T05:06:12.066580Z,2026-09-11T06:00:27.112164Z,c1cc94defda811102cd5ea0ea9198109469bb31f271dfa9cb56468cf5e4931c9,0,,max_reviews_reached,,3,3,matched,True,True,harmed,1,69,69,282,282,1.0,0,67,69,281,282,0.9914529914529915,1
Claude Code → Codex,collab-claude-codex-joint-low-opus-astra-medium-13-tasks-20260911-095927,effect-sse-httpapi-streaming,effect-sse-httpapi-streaming__8LuXov5,2026-09-11T20:03:49.571172Z,2026-09-11T21:09:47.917573Z,9e6ffbbcf2d58cdb4694bc98a00ddc5cb392e0c930952c913f7820f183cf47dc,0,,max_reviews_reached,,3,3,matched,True,True,unchanged,0,44,47,70,70,0.9743589743589743,0,46,47,70,70,0.9914529914529915,2
Claude Code → Codex,collab-claude-codex-joint-low-opus-astra-medium-13-tasks-20260911-095927,effect-sse-httpapi-streaming,effect-sse-httpapi-streaming__MHkyBJo,2026-09-11T09:52:35.292673Z,2026-09-11T10:49:17.728653Z,9e6ffbbcf2d58cdb4694bc98a00ddc5cb392e0c930952c913f7820f183cf47dc,1,,approved,,3,2,matched,True,True,unchanged,1,47,47,70,70,1.0,1,47,47,70,70,1.0,1
Claude Code → Codex,collab-claude-codex-joint-low-opus-astra-medium-13-tasks-20260911-095927,gql-incremental-graphql-delivery,gql-incremental-graphql-delivery__JhVs3ad,2026-09-11T18:49:34.946813Z,2026-09-11T19:15:40.972080Z,62df0ef702790997b65d65be40b20eeb48fdeabddcf21e03f9e1ecba8798f3df,0,,approved,,2,1,matched,True,True,unchanged,0,17,17,810,811,0.998792270531401,0,17,17,810,811,0.998792270531401,2
Claude Code → Codex,collab-claude-codex-joint-low-opus-astra-medium-13-tasks-20260911-095927,gql-incremental-graphql-delivery,gql-incremental-graphql-delivery__YoHy4b5,2026-09-11T08:01:28.972224Z,2026-09-11T08:43:07.293921Z,62df0ef702790997b65d65be40b20eeb48fdeabddcf21e03f9e1ecba8798f3df,0,,approved,,3,2,matched,True,True,unchanged,0,17,17,810,811,0.998792270531401,0,17,17,810,811,0.998792270531401,1
Claude Code → Codex,collab-claude-codex-joint-low-opus-astra-medium-13-tasks-20260911-095927,igel-persist-feature-schema,igel-persist-feature-schema__TeKgmEd,2026-09-11T06:00:27.124856Z,2026-09-11T06:19:56.996281Z,38a57e36cf8598cce742e3fd8889c2cf11c82d72031f2beb00000ed176340593,0,,approved,,3,2,matched,True,True,unchanged,0,6,24,2,2,0.3076923076923077,0,6,24,2,2,0.3076923076923077,1
Claude Code → Codex,collab-claude-codex-joint-low-opus-astra-medium-13-tasks-20260911-095927,igel-persist-feature-schema,igel-persist-feature-schema__z8aQLjA,2026-09-11T16:51:04.302330Z,2026-09-11T17:12:45.778300Z,38a57e36cf8598cce742e3fd8889c2cf11c82d72031f2beb00000ed176340593,0,,approved,,3,2,matched,True,True,unchanged,0,23,24,2,2,0.9615384615384616,0,23,24,2,2,0.9615384615384616,2
Claude Code → Codex,collab-claude-codex-joint-low-opus-astra-medium-13-tasks-20260911-095927,ink-grid-box-layout,ink-grid-box-layout__Tz2q3dJ,2026-09-11T12:09:19.502334Z,2026-09-11T13:35:26.239075Z,d77d06ae6f88f00521783b4ac41b7a6fd93eedc1bab89f5a52b15c1520f354c9,1,,degraded,timeout,2,1,matched,True,False,unchanged,1,25,25,49,49,1.0,1,25,25,49,49,1.0,1
Claude Code → Codex,collab-claude-codex-joint-low-opus-astra-medium-13-tasks-20260911-095927,ink-grid-box-layout,ink-grid-box-layout__rMAaqPh,2026-09-11T21:51:16.012801Z,2026-09-11T23:17:15.860637Z,d77d06ae6f88f00521783b4ac41b7a6fd93eedc1bab89f5a52b15c1520f354c9,0,,degraded,timeout,3,2,matched,True,False,unchanged,0,23,25,49,49,0.972972972972973,0,24,25,49,49,0.9864864864864865,2
Claude Code → Codex,collab-claude-codex-joint-low-opus-astra-medium-13-tasks-20260911-095927,meriyah-explicit-resource-declarations,meriyah-explicit-resource-declar__RBj2uq7,2026-09-11T10:49:17.737366Z,2026-09-11T12:09:19.499467Z,ab59654f0c43536333de37136fdb0a645f383f2ed9a9e286613de467309a55a7,,RuntimeError,approved,,3,2,unavailable,False,True,unchanged,0,47,49,51469,51469,0.9999611786171824,0,46,49,51469,51469,0.9999417679257735,1
Claude Code → Codex,collab-claude-codex-joint-low-opus-astra-medium-13-tasks-20260911-095927,meriyah-explicit-resource-declarations,meriyah-explicit-resource-declar__sDWteE4,2026-09-11T21:09:47.921839Z,2026-09-11T21:51:16.008700Z,ab59654f0c43536333de37136fdb0a645f383f2ed9a9e286613de467309a55a7,0,,approved,,3,2,matched,True,True,unchanged,0,48,49,51469,51469,0.9999805893085911,0,46,49,51469,51469,0.9999417679257735,2
Claude Code → Codex,collab-claude-codex-joint-low-opus-astra-medium-13-tasks-20260911-095927,obsidian-linter-auto-table-of-contents,obsidian-linter-auto-table-of-co__CAvw4vt,2026-09-11T19:15:40.976478Z,2026-09-11T19:41:07.437273Z,d6fdefea1eb2d0e1c30ac507c1f738957e45ce49029bfc3601183d4294a5fbaf,0,,max_reviews_reached,,3,3,matched,True,True,unchanged,0,0,41,1131,1131,0.9650170648464164,0,0,41,1131,1131,0.9650170648464164,2
Claude Code → Codex,collab-claude-codex-joint-low-opus-astra-medium-13-tasks-20260911-095927,obsidian-linter-auto-table-of-contents,obsidian-linter-auto-table-of-co__idUbSkj,2026-09-11T08:43:07.304472Z,2026-09-11T09:19:01.617935Z,d6fdefea1eb2d0e1c30ac507c1f738957e45ce49029bfc3601183d4294a5fbaf,0,,approved,,3,2,matched,True,True,unchanged,0,37,41,1131,1131,0.9965870307167235,0,37,41,1131,1131,0.9965870307167235,1
Claude Code → Codex,collab-claude-codex-joint-low-opus-astra-medium-13-tasks-20260911-095927,obsidian-linter-link-format-conversion,obsidian-linter-link-format-conv__3jt8Enz,2026-09-11T19:41:07.441021Z,2026-09-11T20:03:49.567181Z,b849f1a1ad57348c262766a3555625fc0a96f914684e9c53c582194ea7067092,0,,approved,,3,2,matched,True,True,unchanged,0,59,60,1131,1131,0.9991603694374476,0,59,60,1131,1131,0.9991603694374476,2
Claude Code → Codex,collab-claude-codex-joint-low-opus-astra-medium-13-tasks-20260911-095927,obsidian-linter-link-format-conversion,obsidian-linter-link-format-conv__coRJ7CJ,2026-09-11T09:19:01.626109Z,2026-09-11T09:52:35.282020Z,b849f1a1ad57348c262766a3555625fc0a96f914684e9c53c582194ea7067092,0,,approved,,3,2,matched,True,True,unchanged,0,59,60,1131,1131,0.9991603694374476,0,58,60,1131,1131,0.998320738874895,1
Claude Code → Codex,collab-claude-codex-joint-low-opus-astra-medium-13-tasks-20260911-095927,prometheus-transactional-reload-status,prometheus-transactional-reload__96dssAS,2026-09-11T17:12:45.781180Z,2026-09-11T18:30:04.047083Z,e4c933ae2725e84b18e97f26e8d334244e904c4d91539dbb20e0a50b07dc6f91,0,,approved,,3,2,matched,True,True,unchanged,0,0,15,80,82,0.8247422680412371,0,0,15,80,82,0.8247422680412371,2
Claude Code → Codex,collab-claude-codex-joint-low-opus-astra-medium-13-tasks-20260911-095927,prometheus-transactional-reload-status,prometheus-transactional-reload__gtRyRx8,2026-09-11T06:19:57.004120Z,2026-09-11T07:26:06.576863Z,e4c933ae2725e84b18e97f26e8d334244e904c4d91539dbb20e0a50b07dc6f91,1,,max_reviews_reached,,3,3,matched,True,True,unchanged,1,15,15,82,82,1.0,1,15,15,82,82,1.0,1
Claude Code → Codex,collab-claude-codex-joint-low-opus-astra-medium-13-tasks-20260911-095927,sqlfmt-create-table-ddl-formatting,sqlfmt-create-table-ddl-formatti__FSwBT9Z,2026-09-11T01:59:37.135961Z,2026-09-11T03:06:14.401320Z,d193fc923b99c2ec50aee41d3a12913f9099c310dafe324682ff2fb12799c091,0,,max_reviews_reached,,3,3,matched,True,True,unchanged,0,30,32,1271,1273,0.9969348659003832,0,30,32,1271,1273,0.9969348659003832,1
Claude Code → Codex,collab-claude-codex-joint-low-opus-astra-medium-13-tasks-20260911-095927,sqlfmt-create-table-ddl-formatting,sqlfmt-create-table-ddl-formatti__wMBwZvn,2026-09-11T13:35:26.242879Z,2026-09-11T14:39:35.970601Z,d193fc923b99c2ec50aee41d3a12913f9099c310dafe324682ff2fb12799c091,0,,approved,,3,2,matched,True,True,unchanged,0,30,32,1148,1273,0.9026819923371647,0,30,32,1152,1273,0.9057471264367816,2
Claude Code → Codex,collab-claude-codex-joint-low-opus-astra-medium-13-tasks-20260911-095927,termenv-preserve-ansi-resets,termenv-preserve-ansi-resets__79knYrt,2026-09-11T18:30:04.050652Z,2026-09-11T18:49:34.943151Z,406193dd0818937cc95a99e6d5cfbdc41e4d347a099970207b4500f74403b180,0,,approved,,3,2,matched,True,True,unchanged,0,34,35,87,87,0.9918032786885246,0,34,35,87,87,0.9918032786885246,2
Claude Code → Codex,collab-claude-codex-joint-low-opus-astra-medium-13-tasks-20260911-095927,termenv-preserve-ansi-resets,termenv-preserve-ansi-resets__Lb9FfKG,2026-09-11T07:26:06.585300Z,2026-09-11T08:01:28.963508Z,406193dd0818937cc95a99e6d5cfbdc41e4d347a099970207b4500f74403b180,0,,max_reviews_reached,,3,3,matched,True,True,unchanged,0,34,35,87,87,0.9918032786885246,0,34,35,87,87,0.9918032786885246,1
Claude Code → Codex,collab-claude-codex-joint-low-opus-astra-medium-13-tasks-20260911-095927,vulture-persistent-analysis-cache,vulture-persistent-analysis-cach__tzBJdXc,2026-09-11T03:06:14.410512Z,2026-09-11T04:06:12.285099Z,209ec4964f2d47d28f7209d906e75afdb581770183e447231bc8e8b60cbe5d6b,0,,max_reviews_reached,,3,3,matched,True,True,unchanged,0,24,24,291,295,0.987460815047022,0,24,24,291,295,0.987460815047022,1
Claude Code → Codex,collab-claude-codex-joint-low-opus-astra-medium-13-tasks-20260911-095927,vulture-persistent-analysis-cache,vulture-persistent-analysis-cach__vZyJ7yj,2026-09-11T14:39:35.974382Z,2026-09-11T15:11:53.096926Z,209ec4964f2d47d28f7209d906e75afdb581770183e447231bc8e8b60cbe5d6b,0,,max_reviews_reached,,3,3,matched,True,True,unchanged,0,23,24,291,295,0.9843260188087775,0,23,24,291,295,0.9843260188087775,2
